Boundarynumber	Year	Dayofyear	Hour	Minute	Second	Orbitnumber	XMSO(km)	YMSO(km)	ZMSO(km)
6.0	2013.0	250.0	18.0	53.0	11.0	2325.0	-5792.493	3289.322	-6844.169
7.0	2013.0	250.0	20.0	47.0	31.0	2325.0	-3048.32	632.196	-12174.917
8.0	2013.0	250.0	20.0	50.0	7.0	2325.0	-2955.233	559.021	-12218.686
1.0	2013.0	251.0	0.0	36.0	59.0	2326.0	3720.342	-2890.855	-975.579
2.0	2013.0	251.0	0.0	42.0	36.0	2326.0	3473.726	-2604.939	-183.99
3.0	2013.0	251.0	0.0	50.0	20.0	2326.0	2955.13	-2077.684	907.053
4.0	2013.0	251.0	0.0	50.0	53.0	2326.0	2908.775	-2033.361	982.823
5.0	2013.0	251.0	2.0	27.0	8.0	2326.0	-5650.986	3631.957	-4575.497
6.0	2013.0	251.0	2.0	29.0	27.0	2326.0	-5677.289	3623.546	-4794.68
7.0	2013.0	251.0	4.0	33.0	29.0	2326.0	-3521.653	1094.834	-11879.069
8.0	2013.0	251.0	4.0	46.0	34.0	2326.0	-3075.067	721.819	-12156.048
1.0	2013.0	251.0	8.0	32.0	58.0	2327.0	3786.579	-3130.476	-1542.872
2.0	2013.0	251.0	8.0	36.0	37.0	2327.0	3679.466	-2981.613	-1040.464
3.0	2013.0	251.0	8.0	46.0	34.0	2327.0	3197.044	-2423.388	365.428
4.0	2013.0	251.0	8.0	49.0	20.0	2327.0	3000.798	-2220.219	754.76
5.0	2013.0	251.0	10.0	14.0	57.0	2327.0	-5362.014	3727.843	-3353.077
6.0	2013.0	251.0	10.0	20.0	52.0	2327.0	-5485.618	3745.576	-3954.796
7.0	2013.0	251.0	11.0	41.0	11.0	2327.0	-4973.111	2570.501	-9916.046
8.0	2013.0	251.0	12.0	10.0	41.0	2327.0	-4210.494	1807.703	-11191.492
1.0	2013.0	251.0	16.0	21.0	48.0	2328.0	3881.768	-3522.8	-3013.723
2.0	2013.0	251.0	16.0	25.0	20.0	2328.0	3855.784	-3442.34	-2566.588
3.0	2013.0	251.0	16.0	41.0	37.0	2328.0	3427.433	-2802.231	-351.327
4.0	2013.0	251.0	16.0	46.0	34.0	2328.0	3155.831	-2489.71	351.723
5.0	2013.0	251.0	18.0	29.0	46.0	2328.0	-5538.996	3837.381	-4806.098
6.0	2013.0	251.0	18.0	36.0	2.0	2328.0	-5590.19	3802.952	-5380.282
7.0	2013.0	251.0	20.0	3.0	18.0	2328.0	-4385.129	2094.188	-10909.86
8.0	2013.0	251.0	20.0	33.0	45.0	2328.0	-3480.311	1228.053	-11880.093
1.0	2013.0	252.0	0.0	21.0	40.0	2329.0	3814.468	-3599.375	-3042.922
2.0	2013.0	252.0	0.0	23.0	11.0	2329.0	3806.715	-3567.185	-2852.984
3.0	2013.0	252.0	0.0	39.0	15.0	2329.0	3476.43	-2999.257	-699.496
4.0	2013.0	252.0	0.0	41.0	38.0	2329.0	3376.784	-2870.24	-362.763
5.0	2013.0	252.0	2.0	41.0	14.0	2329.0	-5541.246	3866.838	-5828.491
6.0	2013.0	252.0	2.0	54.0	41.0	2329.0	-5526.732	3706.928	-6929.689
7.0	2013.0	252.0	4.0	57.0	13.0	2329.0	-2686.228	579.451	-12315.476
8.0	2013.0	252.0	5.0	2.0	6.0	2329.0	-2516.945	427.723	-12372.972
1.0	2013.0	252.0	8.0	6.0	48.0	2330.0	3674.4	-3847.519	-4784.476
2.0	2013.0	252.0	8.0	16.0	55.0	2330.0	3748.238	-3753.325	-3633.74
3.0	2013.0	252.0	8.0	40.0	47.0	2330.0	3362.13	-2985.984	-496.865
4.0	2013.0	252.0	8.0	43.0	21.0	2330.0	3245.908	-2834.787	-132.721
5.0	2013.0	252.0	10.0	28.0	5.0	2330.0	-5371.951	4049.282	-4629.021
6.0	2013.0	252.0	10.0	41.0	17.0	2330.0	-5469.045	3970.907	-5824.312
7.0	2013.0	252.0	12.0	29.0	52.0	2330.0	-3561.932	1484.759	-11776.026
8.0	2013.0	252.0	12.0	30.0	28.0	2330.0	-3543.65	1466.507	-11791.745
1.0	2013.0	252.0	16.0	22.0	37.0	2331.0	3672.309	-3722.04	-2949.342
2.0	2013.0	252.0	16.0	33.0	25.0	2331.0	3535.639	-3400.792	-1535.376
3.0	2013.0	252.0	16.0	44.0	44.0	2331.0	3127.207	-2810.031	50.435
4.0	2013.0	252.0	16.0	47.0	20.0	2331.0	2979.671	-2625.109	419.642
5.0	2013.0	252.0	18.0	27.0	51.0	2331.0	-5292.759	4149.762	-4597.709
6.0	2013.0	252.0	18.0	34.0	42.0	2331.0	-5360.367	4122.681	-5233.845
7.0	2013.0	252.0	20.0	10.0	54.0	2331.0	-4076.663	2128.19	-11183.629
8.0	2013.0	252.0	20.0	16.0	22.0	2331.0	-3927.751	1966.082	-11371.846
1.0	2013.0	253.0	0.0	28.0	59.0	2332.0	3549.431	-3624.695	-2143.117
2.0	2013.0	253.0	0.0	31.0	18.0	2332.0	3514.164	-3547.749	-1834.828
3.0	2013.0	253.0	0.0	41.0	50.0	2332.0	3212.572	-3057.253	-375.318
4.0	2013.0	253.0	0.0	46.0	38.0	2332.0	2976.389	-2738.695	307.031
5.0	2013.0	253.0	2.0	29.0	12.0	2332.0	-5231.24	4244.834	-4716.532
6.0	2013.0	253.0	2.0	42.0	36.0	2332.0	-5323.9	4161.862	-5920.519
7.0	2013.0	253.0	4.0	27.0	43.0	2332.0	-3577.19	1692.033	-11712.199
8.0	2013.0	253.0	4.0	49.0	54.0	2332.0	-2902.171	981.7	-12201.962
1.0	2013.0	253.0	8.0	22.0	13.0	2333.0	3532.257	-3865.89	-3024.018
2.0	2013.0	253.0	8.0	26.0	47.0	2333.0	3505.997	-3756.185	-2443.494
3.0	2013.0	253.0	8.0	38.0	43.0	2333.0	3271.702	-3294.236	-828.607
4.0	2013.0	253.0	8.0	46.0	18.0	2333.0	2948.327	-2823.897	246.358
5.0	2013.0	253.0	10.0	37.0	35.0	2333.0	-5225.327	4301.891	-5475.085
6.0	2013.0	253.0	10.0	44.0	59.0	2333.0	-5252.816	4236.801	-6114.146
7.0	2013.0	253.0	12.0	43.0	37.0	2333.0	-3082.595	1246.976	-12085.391
8.0	2013.0	253.0	12.0	44.0	32.0	2333.0	-3054.63	1216.829	-12103.318
1.0	2013.0	253.0	16.0	25.0	18.0	2334.0	3447.392	-3860.569	-2646.954
2.0	2013.0	253.0	16.0	28.0	17.0	2334.0	3422.415	-3778.325	-2260.667
3.0	2013.0	253.0	16.0	42.0	22.0	2334.0	3083.034	-3150.341	-326.447
4.0	2013.0	253.0	16.0	44.0	43.0	2334.0	2979.704	-2996.739	7.811
5.0	2013.0	253.0	18.0	26.0	41.0	2334.0	-5040.145	4438.231	-4458.841
6.0	2013.0	253.0	18.0	37.0	2.0	2334.0	-5142.931	4401.657	-5417.591
7.0	2013.0	253.0	19.0	44.0	44.0	2334.0	-4554.786	3124.736	-10057.065
8.0	2013.0	253.0	19.0	57.0	44.0	2334.0	-4280.015	2757.522	-10654.953
1.0	2013.0	254.0	0.0	31.0	2.0	2335.0	3320.009	-3752.411	-1909.229
2.0	2013.0	254.0	0.0	36.0	4.0	2335.0	3224.611	-3549.513	-1224.218
3.0	2013.0	254.0	0.0	48.0	16.0	2335.0	2744.876	-2788.289	498.845
4.0	2013.0	254.0	0.0	48.0	55.0	2335.0	2706.631	-2734.473	590.561
5.0	2013.0	254.0	2.0	33.0	43.0	2335.0	-5037.021	4513.629	-5109.462
6.0	2013.0	254.0	2.0	39.0	34.0	2335.0	-5077.496	4477.881	-5633.045
7.0	2013.0	254.0	4.0	5.0	54.0	2335.0	-4047.174	2592.976	-10981.971
8.0	2013.0	254.0	4.0	16.0	57.0	2335.0	-3776.229	2247.563	-11376.874
1.0	2013.0	254.0	8.0	34.0	58.0	2336.0	3185.257	-3659.964	-1388.749
2.0	2013.0	254.0	8.0	36.0	24.0	2336.0	3153.596	-3595.279	-1191.056
3.0	2013.0	254.0	8.0	47.0	11.0	2336.0	2757.074	-2931.32	332.399
4.0	2013.0	254.0	8.0	48.0	40.0	2336.0	2675.916	-2811.045	542.429
5.0	2013.0	254.0	10.0	31.0	37.0	2336.0	-4934.664	4612.561	-4907.246
6.0	2013.0	254.0	10.0	40.0	28.0	2336.0	-5000.904	4563.331	-5703.319
7.0	2013.0	254.0	11.0	50.0	5.0	2336.0	-4342.648	3143.743	-10304.123
8.0	2013.0	254.0	11.0	54.0	33.0	2336.0	-4252.018	3013.602	-10507.445
1.0	2013.0	254.0	16.0	25.0	50.0	2337.0	3229.25	-4032.809	-2615.398
2.0	2013.0	254.0	16.0	45.0	0.0	2337.0	2810.697	-3151.1	8.785
3.0	2013.0	254.0	16.0	48.0	39.0	2337.0	2630.345	-2867.065	527.262
4.0	2013.0	254.0	16.0	49.0	30.0	2337.0	2582.006	-2793.942	647.05
5.0	2013.0	254.0	18.0	28.0	47.0	2337.0	-4818.739	4706.465	-4632.554
6.0	2013.0	254.0	18.0	41.0	1.0	2337.0	-4921.342	4649.536	-5742.889
7.0	2013.0	254.0	19.0	38.0	15.0	2337.0	-4501.072	3557.504	-9709.526
8.0	2013.0	254.0	19.0	51.0	22.0	2337.0	-4263.966	3187.757	-10358.888
1.0	2013.0	255.0	0.0	26.0	50.0	2338.0	3151.06	-4064.881	-2498.735
2.0	2013.0	255.0	0.0	38.0	27.0	2338.0	2976.999	-3611.26	-931.344
3.0	2013.0	255.0	0.0	48.0	10.0	2338.0	2608.462	-2961.26	446.176
4.0	2013.0	255.0	0.0	49.0	36.0	2338.0	2530.536	-2838.045	648.49
5.0	2013.0	255.0	2.0	26.0	38.0	2338.0	-4705.331	4791.994	-4418.243
6.0	2013.0	255.0	2.0	30.0	11.0	2338.0	-4750.422	4791.044	-4755.994
7.0	2013.0	255.0	3.0	50.0	44.0	2338.0	-4221.77	3285.999	-10324.898
8.0	2013.0	255.0	3.0	50.0	54.0	2338.0	-4218.625	3281.073	-10332.63
1.0	2013.0	255.0	8.0	38.0	57.0	2339.0	2901.357	-3641.032	-874.016
2.0	2013.0	255.0	8.0	39.0	40.0	2339.0	2882.404	-3601.676	-773.356
3.0	2013.0	255.0	8.0	48.0	3.0	2339.0	2565.173	-3023.717	417.02
4.0	2013.0	255.0	8.0	48.0	44.0	2339.0	2530.382	-2965.855	513.763
5.0	2013.0	255.0	10.0	28.0	40.0	2339.0	-4645.988	4876.588	-4604.087
6.0	2013.0	255.0	10.0	32.0	0.0	2339.0	-4684.268	4872.184	-4917.079
7.0	2013.0	255.0	11.0	35.0	47.0	2339.0	-4414.778	3790.086	-9566.397
8.0	2013.0	255.0	11.0	55.0	14.0	2339.0	-4081.424	3228.478	-10524.19
1.0	2013.0	255.0	16.0	35.0	7.0	2340.0	2917.428	-3884.201	-1418.598
2.0	2013.0	255.0	16.0	35.0	20.0	2340.0	2913.685	-3874.54	-1388.842
3.0	2013.0	255.0	16.0	48.0	9.0	2340.0	2510.208	-3066.966	418.68
4.0	2013.0	255.0	16.0	48.0	30.0	2340.0	2493.088	-3037.227	468.271
5.0	2013.0	255.0	18.0	17.0	59.0	2340.0	-4382.483	4912.345	-3541.393
6.0	2013.0	255.0	18.0	27.0	46.0	2340.0	-4547.009	4958.25	-4509.67
7.0	2013.0	255.0	19.0	47.0	1.0	2340.0	-4173.188	3552.442	-10139.102
8.0	2013.0	255.0	20.0	7.0	35.0	2340.0	-3782.301	2910.82	-11026.669
1.0	2013.0	256.0	0.0	40.0	1.0	2341.0	2748.033	-3689.917	-749.229
2.0	2013.0	256.0	0.0	40.0	22.0	2341.0	2738.94	-3669.673	-699.905
3.0	2013.0	256.0	0.0	54.0	49.0	2341.0	2074.392	-2459.53	1328.34
4.0	2013.0	256.0	0.0	55.0	40.0	2341.0	2013.606	-2361.448	1440.074
5.0	2013.0	256.0	1.0	58.0	53.0	2341.0	-3728.047	4604.062	-1460.349
6.0	2013.0	256.0	2.0	21.0	17.0	2341.0	-4357.644	5014.355	-3866.364
7.0	2013.0	256.0	4.0	39.0	18.0	2341.0	-3013.966	1873.224	-11976.602
8.0	2013.0	256.0	5.0	41.0	20.0	2341.0	-1290.238	-477.088	-12420.15
1.0	2013.0	256.0	8.0	25.0	16.0	2342.0	2859.037	-4324.131	-2746.501
2.0	2013.0	256.0	8.0	25.0	39.0	2342.0	2858.34	-4314.645	-2697.653
3.0	2013.0	256.0	8.0	49.0	32.0	2342.0	2342.951	-3045.042	589.739
4.0	2013.0	256.0	8.0	51.0	50.0	2342.0	2221.415	-2824.971	911.499
5.0	2013.0	256.0	10.0	0.0	48.0	2342.0	-3717.925	4728.106	-1668.56
6.0	2013.0	256.0	10.0	12.0	39.0	2342.0	-4084.114	4996.047	-2967.994
7.0	2013.0	256.0	11.0	54.0	37.0	2342.0	-3924.709	3471.136	-10483.777
8.0	2013.0	256.0	13.0	29.0	2.0	2342.0	-1659.238	29.36	-12482.59
1.0	2013.0	256.0	16.0	44.0	8.0	2343.0	2506.617	-3528.662	-190.292
2.0	2013.0	256.0	16.0	48.0	23.0	2343.0	2345.466	-3194.937	414.946
3.0	2013.0	256.0	16.0	54.0	12.0	2343.0	2037.055	-2618.971	1223.256
4.0	2013.0	256.0	16.0	55.0	55.0	2343.0	1923.527	-2419.557	1450.494
5.0	2013.0	256.0	18.0	26.0	32.0	2343.0	-4261.852	5189.109	-4365.624
6.0	2013.0	256.0	18.0	33.0	9.0	2343.0	-4341.957	5190.161	-4990.399
7.0	2013.0	256.0	20.0	20.0	6.0	2343.0	-3381.76	2685.619	-11452.479
8.0	2013.0	256.0	20.0	20.0	11.0	2343.0	-3380.008	2682.671	-11455.127
1.0	2013.0	257.0	0.0	19.0	38.0	2344.0	2693.408	-4533.964	-3467.493
2.0	2013.0	257.0	0.0	29.0	7.0	2344.0	2695.52	-4317.331	-2271.879
3.0	2013.0	257.0	0.0	43.0	20.0	2344.0	2471.248	-3632.829	-316.344
4.0	2013.0	257.0	0.0	47.0	19.0	2344.0	2336.086	-3332.516	251.291
5.0	2013.0	257.0	2.0	21.0	39.0	2344.0	-4093.236	5237.926	-3877.068
6.0	2013.0	257.0	2.0	32.0	0.0	2344.0	-4238.893	5267.389	-4875.86
7.0	2013.0	257.0	4.0	44.0	50.0	2344.0	-2793.461	1832.882	-12086.528
8.0	2013.0	257.0	5.0	20.0	48.0	2344.0	-1886.7	425.446	-12481.353
1.0	2013.0	257.0	7.0	59.0	43.0	2345.0	2381.635	-4645.466	-5673.046
2.0	2013.0	257.0	8.0	12.0	18.0	2345.0	2555.879	-4654.98	-4334.942
3.0	2013.0	257.0	8.0	44.0	25.0	2345.0	2378.718	-3603.899	-174.114
4.0	2013.0	257.0	8.0	47.0	5.0	2345.0	2289.595	-3398.079	206.091
5.0	2013.0	257.0	10.0	13.0	46.0	2345.0	-3840.652	5217.337	-3059.123
6.0	2013.0	257.0	10.0	17.0	29.0	2345.0	-3922.237	5267.88	-3445.953
7.0	2013.0	257.0	11.0	39.0	39.0	2345.0	-3958.823	4142.434	-9742.999
8.0	2013.0	257.0	12.0	27.0	3.0	2345.0	-3151.707	2556.59	-11656.084
1.0	2013.0	257.0	15.0	59.0	44.0	2346.0	2299.565	-4684.354	-5680.218
2.0	2013.0	257.0	16.0	20.0	27.0	2346.0	2537.725	-4612.53	-3389.563
3.0	2013.0	257.0	16.0	40.0	46.0	2346.0	2409.06	-3891.681	-704.059
4.0	2013.0	257.0	16.0	42.0	40.0	2346.0	2365.348	-3771.299	-435.033
5.0	2013.0	257.0	18.0	11.0	9.0	2346.0	-3685.198	5235.621	-2772.489
6.0	2013.0	257.0	18.0	20.0	3.0	2346.0	-3879.65	5361.751	-3699.278
7.0	2013.0	257.0	20.0	28.0	18.0	2346.0	-3084.748	2568.302	-11688.679
8.0	2013.0	257.0	20.0	41.0	20.0	2346.0	-2811.176	2073.149	-12010.47
1.0	2013.0	258.0	0.0	11.0	6.0	2347.0	2378.454	-4744.483	-4489.011
2.0	2013.0	258.0	0.0	13.0	14.0	2347.0	2401.449	-4733.984	-4248.833
3.0	2013.0	258.0	0.0	45.0	21.0	2347.0	2231.014	-3624.926	-64.673
4.0	2013.0	258.0	0.0	47.0	42.0	2347.0	2155.354	-3435.446	270.401
5.0	2013.0	258.0	2.0	21.0	27.0	2347.0	-3811.236	5440.032	-3832.011
6.0	2013.0	258.0	2.0	25.0	0.0	2347.0	-3868.991	5464.493	-4183.703
7.0	2013.0	258.0	4.0	31.0	22.0	2347.0	-2982.259	2509.179	-11769.468
8.0	2013.0	258.0	5.0	1.0	29.0	2347.0	-2332.408	1325.178	-12344.15
1.0	2013.0	258.0	8.0	7.0	42.0	2348.0	2253.613	-4789.156	-4871.074
2.0	2013.0	258.0	8.0	15.0	51.0	2348.0	2343.932	-4754.373	-3957.456
3.0	2013.0	258.0	8.0	41.0	24.0	2348.0	2264.826	-3941.649	-637.9
4.0	2013.0	258.0	8.0	42.0	50.0	2348.0	2234.344	-3848.653	-434.731
5.0	2013.0	258.0	10.0	10.0	17.0	2348.0	-3478.905	5338.134	-2662.077
6.0	2013.0	258.0	10.0	17.0	41.0	2348.0	-3646.785	5463.359	-3441.253
7.0	2013.0	258.0	11.0	35.0	12.0	2348.0	-3793.205	4480.412	-9489.047
8.0	2013.0	258.0	13.0	20.0	28.0	2348.0	-1872.59	587.663	-12479.51
1.0	2013.0	258.0	16.0	0.0	11.0	2349.0	2058.579	-4794.734	-5661.07
2.0	2013.0	258.0	16.0	7.0	16.0	2349.0	2164.57	-4825.602	-4926.766
3.0	2013.0	258.0	16.0	36.0	18.0	2349.0	2272.511	-4263.609	-1361.854
4.0	2013.0	258.0	16.0	39.0	20.0	2349.0	2233.679	-4106.68	-940.302
5.0	2013.0	258.0	18.0	10.0	57.0	2349.0	-3402.707	5409.482	-2725.219
6.0	2013.0	258.0	18.0	15.0	23.0	2349.0	-3504.91	5490.766	-3194.619
7.0	2013.0	258.0	20.0	10.0	25.0	2349.0	-3261.382	3399.858	-11101.305
8.0	2013.0	258.0	20.0	44.0	4.0	2349.0	-2654.273	2119.286	-12061.968
1.0	2013.0	259.0	0.0	4.0	23.0	2350.0	2040.393	-4852.775	-5240.517
2.0	2013.0	259.0	0.0	4.0	31.0	2350.0	2042.349	-4853.318	-5226.61
3.0	2013.0	259.0	0.0	41.0	26.0	2350.0	2131.535	-4023.167	-656.005
4.0	2013.0	259.0	0.0	43.0	36.0	2350.0	2089.298	-3879.314	-348.613
5.0	2013.0	259.0	2.0	12.0	10.0	2350.0	-3338.234	5490.332	-2846.966
6.0	2013.0	259.0	2.0	17.0	53.0	2350.0	-3460.848	5585.355	-3445.491
7.0	2013.0	259.0	4.0	5.0	27.0	2350.0	-3279.017	3635.867	-10908.582
8.0	2013.0	259.0	4.0	6.0	10.0	2350.0	-3268.584	3610.53	-10936.706
1.0	2013.0	259.0	7.0	43.0	55.0	2351.0	1592.83	-4628.168	-7179.086
2.0	2013.0	259.0	8.0	15.0	36.0	2351.0	2093.869	-4869.286	-4015.359
3.0	2013.0	259.0	8.0	47.0	33.0	2351.0	1929.931	-3612.264	203.465
4.0	2013.0	259.0	8.0	51.0	39.0	2351.0	1794.642	-3225.056	783.715
5.0	2013.0	259.0	9.0	57.0	16.0	2351.0	-2803.754	5076.732	-1182.478
6.0	2013.0	259.0	10.0	11.0	14.0	2351.0	-3221.588	5524.935	-2738.906
7.0	2013.0	259.0	12.0	25.0	49.0	2351.0	-2907.326	2938.774	-11605.145
8.0	2013.0	259.0	12.0	28.0	5.0	2351.0	-2869.374	2851.109	-11670.316
1.0	2013.0	259.0	16.0	22.0	5.0	2352.0	2060.785	-4823.75	-3250.545
2.0	2013.0	259.0	16.0	34.0	35.0	2352.0	2066.666	-4460.199	-1629.711
3.0	2013.0	259.0	16.0	45.0	54.0	2352.0	1911.792	-3786.134	-43.089
4.0	2013.0	259.0	16.0	48.0	51.0	2352.0	1834.421	-3535.495	377.495
5.0	2013.0	259.0	18.0	10.0	7.0	2352.0	-3099.828	5551.311	-2610.511
6.0	2013.0	259.0	18.0	50.0	32.0	2352.0	-3613.922	5692.758	-6433.362
7.0	2013.0	259.0	19.0	49.0	28.0	2352.0	-3350.664	4298.582	-10205.307
8.0	2013.0	259.0	21.0	7.0	38.0	2352.0	-2101.027	1280.63	-12403.385
1.0	2013.0	260.0	0.0	8.0	23.0	2353.0	1844.089	-4958.672	-4841.739
2.0	2013.0	260.0	0.0	13.0	38.0	2353.0	1906.937	-4948.949	-4259.592
3.0	2013.0	260.0	0.0	41.0	12.0	2353.0	1931.922	-4153.416	-722.189
4.0	2013.0	260.0	0.0	46.0	8.0	2353.0	1844.458	-3804.735	-20.779
5.0	2013.0	260.0	1.0	57.0	22.0	2353.0	-2630.438	5166.222	-1176.684
6.0	2013.0	260.0	2.0	2.0	25.0	2353.0	-2795.65	5370.737	-1752.31
7.0	2013.0	260.0	3.0	36.0	38.0	2353.0	-3396.294	4757.845	-9545.043
8.0	2013.0	260.0	4.0	14.0	56.0	2353.0	-2969.571	3459.531	-11251.184
1.0	2013.0	260.0	8.0	13.0	0.0	2354.0	1815.943	-4982.576	-4340.299
2.0	2013.0	260.0	8.0	19.0	11.0	2354.0	1875.907	-4933.505	-3621.43
3.0	2013.0	260.0	8.0	41.0	52.0	2354.0	1854.416	-4147.367	-638.824
4.0	2013.0	260.0	8.0	44.0	0.0	2354.0	1822.068	-4002.458	-335.945
5.0	2013.0	260.0	10.0	1.0	54.0	2354.0	-2688.017	5395.079	-1685.614
6.0	2013.0	260.0	10.0	14.0	35.0	2354.0	-3008.637	5746.084	-3070.518
7.0	2013.0	260.0	12.0	2.0	26.0	2354.0	-3068.914	3970.771	-10773.922
8.0	2013.0	260.0	12.0	19.0	53.0	2354.0	-2845.372	3323.908	-11414.636
1.0	2013.0	260.0	16.0	6.0	37.0	2355.0	1651.547	-5011.217	-5047.919
2.0	2013.0	260.0	16.0	17.0	13.0	2355.0	1775.285	-4985.186	-3863.722
3.0	2013.0	260.0	16.0	41.0	26.0	2355.0	1791.084	-4209.58	-710.814
4.0	2013.0	260.0	16.0	46.0	22.0	2355.0	1714.646	-3856.688	-9.149
5.0	2013.0	260.0	18.0	1.0	22.0	2355.0	-2579.853	5415.946	-1616.935
6.0	2013.0	260.0	18.0	13.0	38.0	2355.0	-2891.507	5775.323	-2962.437
7.0	2013.0	260.0	20.0	13.0	12.0	2355.0	-2877.013	3629.675	-11184.432
8.0	2013.0	260.0	20.0	31.0	56.0	2355.0	-2622.767	2898.635	-11766.612
1.0	2013.0	261.0	0.0	6.0	7.0	2356.0	1560.009	-5034.972	-5109.066
2.0	2013.0	261.0	0.0	23.0	28.0	2356.0	1740.884	-4929.111	-3118.109
3.0	2013.0	261.0	0.0	41.0	2.0	2356.0	1725.713	-4267.789	-777.859
4.0	2013.0	261.0	0.0	42.0	34.0	2356.0	1708.771	-4169.861	-561.068
5.0	2013.0	261.0	2.0	10.0	8.0	2356.0	-2717.264	5739.694	-2580.089
6.0	2013.0	261.0	2.0	19.0	37.0	2356.0	-2907.635	5924.978	-3576.304
7.0	2013.0	261.0	4.0	21.0	29.0	2356.0	-2715.544	3361.929	-11460.757
8.0	2013.0	261.0	4.0	37.0	38.0	2356.0	-2494.502	2712.868	-11907.63
1.0	2013.0	261.0	8.0	17.0	24.0	2357.0	1609.033	-5039.924	-3860.178
2.0	2013.0	261.0	8.0	25.0	49.0	2357.0	1672.073	-4909.939	-2832.86
3.0	2013.0	261.0	8.0	42.0	27.0	2357.0	1641.462	-4209.844	-588.141
4.0	2013.0	261.0	8.0	43.0	0.0	2357.0	1635.333	-4172.986	-510.132
5.0	2013.0	261.0	10.0	2.0	38.0	2357.0	-2431.108	5542.811	-1743.608
6.0	2013.0	261.0	10.0	16.0	54.0	2357.0	-2759.637	5928.774	-3289.379
7.0	2013.0	261.0	11.0	26.0	11.0	2357.0	-3127.556	5281.467	-8926.203
8.0	2013.0	261.0	12.0	13.0	0.0	2357.0	-2759.647	3738.02	-11171.652
1.0	2013.0	261.0	15.0	41.0	4.0	2358.0	980.531	-4699.844	-7463.655
2.0	2013.0	261.0	16.0	0.0	6.0	2358.0	1303.023	-5034.446	-5741.159
3.0	2013.0	261.0	16.0	42.0	51.0	2358.0	1568.394	-4214.186	-541.879
4.0	2013.0	261.0	16.0	44.0	26.0	2358.0	1550.68	-4102.911	-316.738
5.0	2013.0	261.0	17.0	56.0	17.0	2358.0	-2147.608	5296.066	-1009.428
6.0	2013.0	261.0	18.0	8.0	25.0	2358.0	-2483.998	5775.177	-2377.622
7.0	2013.0	261.0	20.0	36.0	45.0	2358.0	-2417.575	2838.568	-11882.681
8.0	2013.0	261.0	20.0	51.0	26.0	2358.0	-2215.834	2217.362	-12185.883
1.0	2013.0	262.0	0.0	19.0	55.0	2359.0	1464.024	-5064.89	-3579.138
2.0	2013.0	262.0	0.0	23.0	47.0	2359.0	1494.961	-5006.102	-3106.734
3.0	2013.0	262.0	0.0	46.0	29.0	2359.0	1458.082	-3974.591	-34.598
4.0	2013.0	262.0	0.0	48.0	18.0	2359.0	1430.152	-3819.783	224.77
5.0	2013.0	262.0	1.0	54.0	8.0	2359.0	-1987.756	5210.9	-751.254
6.0	2013.0	262.0	2.0	8.0	2.0	2359.0	-2378.259	5801.958	-2327.812
7.0	2013.0	262.0	3.0	29.0	17.0	2359.0	-2942.298	5302.244	-9102.048
8.0	2013.0	262.0	4.0	51.0	14.0	2359.0	-2183.124	2266.214	-12181.104
1.0	2013.0	262.0	8.0	14.0	11.0	2360.0	1320.99	-5132.282	-4257.934
2.0	2013.0	262.0	8.0	29.0	30.0	2360.0	1445.209	-4895.724	-2387.945
3.0	2013.0	262.0	8.0	45.0	3.0	2360.0	1409.891	-4115.821	-249.515
4.0	2013.0	262.0	8.0	46.0	19.0	2360.0	1395.473	-4017.023	-68.712
5.0	2013.0	262.0	9.0	58.0	17.0	2360.0	-2028.48	5457.427	-1223.811
6.0	2013.0	262.0	10.0	0.0	23.0	2360.0	-2088.512	5554.169	-1464.235
7.0	2013.0	262.0	11.0	13.0	55.0	2360.0	-2882.656	5738.925	-8126.805
8.0	2013.0	262.0	12.0	25.0	0.0	2360.0	-2455.841	3407.767	-11559.627
1.0	2013.0	262.0	16.0	19.0	14.0	2361.0	1288.952	-5118.492	-3678.499
2.0	2013.0	262.0	16.0	29.0	32.0	2361.0	1364.493	-4919.489	-2393.104
3.0	2013.0	262.0	16.0	48.0	10.0	2361.0	1307.67	-3888.644	185.251
4.0	2013.0	262.0	16.0	50.0	21.0	2361.0	1274.536	-3684.664	496.012
5.0	2013.0	262.0	18.0	1.0	25.0	2361.0	-2023.103	5629.809	-1573.644
6.0	2013.0	262.0	18.0	4.0	11.0	2361.0	-2093.655	5740.683	-1885.483
7.0	2013.0	262.0	18.0	58.0	14.0	2361.0	-2761.267	6080.397	-6988.921
8.0	2013.0	262.0	21.0	4.0	54.0	2361.0	-1935.614	1740.34	-12369.385
1.0	2013.0	263.0	0.0	17.0	33.0	2362.0	1187.21	-5154.226	-3886.101
2.0	2013.0	263.0	0.0	18.0	24.0	2362.0	1195.939	-5147.15	-3786.055
3.0	2013.0	263.0	0.0	43.0	15.0	2362.0	1287.626	-4298.967	-526.111
4.0	2013.0	263.0	0.0	45.0	56.0	2362.0	1267.95	-4101.912	-143.891
5.0	2013.0	263.0	1.0	50.0	35.0	2362.0	-1608.17	5066.906	-310.499
6.0	2013.0	263.0	2.0	0.0	47.0	2362.0	-1912.648	5631.642	-1493.596
7.0	2013.0	263.0	2.0	58.0	11.0	2362.0	-2661.233	6127.066	-6979.37
8.0	2013.0	263.0	3.0	17.0	47.0	2362.0	-2694.011	5745.876	-8373.904
